Perfume;Brand;Gender;Age_Group;Top;Middle;Base
rosendo-mateu-no-2-citrus-wood-suede-leather;rosendo-mateu-olfactive-expressions;unisex;Adult (25-40);calabrian bergamot, lemon;flowers, geranium, rose;suede, sandalwood, patchouli
black-pepper-sandalwood;acca-kappa;unisex;Adult (25-40);cloves, saffron, nutmeg, elemi, balsam fir, artemisia, bergamot;black pepper, cinnamon, damask rose, agarwood (oud);sandalwood, virginian cedar, patchouli, haitian vetiver, black musk, cypriol oil or nagarmotha
miss-ap;agent-provocateur;women;Adult (25-40);ylang-ylang, pink pepper;rose, bourbon geranium;patchouli, amber, sandalwood
primero-marocaine;arteolfatto;unisex;Mature (40+);tobacco, saffron, cinnamon, nutmeg;patchouli, cedar, vetiver;vanilla, tonka bean, woody notes, amber, sandalwood, leather, musk
iris-ebene;atelier-materi;unisex;Adult (25-40);pimento, petitgrain, blood mandarin;iris, suede, pink pepper;peru balsam, musk, sandalwood
narcisse-taiji;atelier-materi;unisex;Mature (40+);tuberose, ginger, pear;narcissus, hay, bran;patchouli, musk, leather
602-pepper-cedar-patchouli;bon-parfumeur;unisex;Mature (40+);bay leaf, incense, neroli;cedar, pepper, pimento;incense, vetiver, patchouli, benzoin
boucheron-fleurs;boucheron;women;Adult (25-40);lemon, mandarin orange, pear;orange blossom, frangipani, petalia;benzoin, vanilla
jaipur;boucheron;women;Mature (40+);peach, plum, apricot, pineapple, freesia;rose, peony, carnation, jasmine, orris root, orchid, black locust, lily-of-the-valley;sandalwood, heliotrope, benzoin, vanilla, amber, styrax, musk, virginia cedar
oud-galore;chris-collins;unisex;Mature (40+);cinnamon, madagascar cloves;rose, geranium, orris;agarwood (oud), cypriol oil or nagarmotha, sandalwood, incense, copahu balm
moramanga;coquillete;unisex;Adult (25-40);jasmine, gardenia, iris;tolu balsam, benzoin, opoponax;tuberose, ylang-ylang, madagascar vanilla, musk
blue-cedar-cypress;cremo;men;Adult (25-40);lemon leaf;cypress;cedar
senora;ajmal;women;Adult (25-40);violet leaf, pepper, labdanum;rose, patchouli, orange blossom;amber, benzoin, vanilla, musk
oscent-black;alexandre-j;men;Mature (40+);anise, ginger;olibanum, tobacco, white woods, cedar, patchouli;labdanum, musk, vanilla
wonder-of-you;altaia;unisex;Adult (25-40);pink grapefruit, black currant;watermelon, freesia;ambroxan, musk
devil-s-island;arabian-wind;unisex;Mature (40+);lemon, green notes;saffron, rose, jasmine, incense;vanilla, agarwood, musk, patchouli
karst;aesop;unisex;Adult (25-40);juniper, bergamot, pink pepper;rosemary, sage, cumin;vetiver, sandalwood, cedar
dkny-be-delicious-lime-mojito;donna-karan;women;Adult (25-40);citron, bergamot, mandarin orange;dew drop, honeysuckle;musk, white woods
dkny-be-delicious-mai-tai;donna-karan;women;Adult (25-40);orange oil, pink pepper;peach, floral notes;solar notes, amber
vetiver-royale-man;exuma-parfums;men;Adult (25-40);orange, bergamot, lemon;geranium, ylang-ylang, jasmine;vanilla, vetiver, patchouli
brut;faberge;men;Mature (40+);anise, lavender, bergamot, basil, lemon;geranium, jasmine, ylang-ylang;oakmoss, patchouli, vetiver, tonka bean, sandalwood, vanilla
franck-green;franck-olivier;men;Adult (25-40);grapefruit;cedar;amber, vanilla
istanbul;gallivant;unisex;Adult (25-40);cardamom, red thyme, bergamot;opoponax, patchouli, lavender, geranium;amber, vanilla, tonka bean, sandalwood, musk
miss-vanderbilt;gloria-vanderbilt;women;Adult (25-40);clementine, bergamot, neroli, hawthorn;ylang-ylang, rose, tuberose, magnolia, cardamom, nutmeg, clove;heliotrope, vanille, musk, sandalwood, tonka bean
tenue-de-soiree;goutal;women;Mature (40+);black currant, bergamot;iris, rose, jasmine;patchouli, caramel, leather, white musk
floral-veil;grossmith;women;Adult (25-40);black currant, green notes, citruses, lemon;tuberose, vanilla orchid, ylang-ylang, geranium, rose;musk, cashmeran, amber
guess-seductive-homme;guess;men;Adult (25-40);pink pepper, mandarin orange, cardamom;orchid, violet leaf, vetiver;amber, sandalwood, musk, patchouli
cabotine-eau-vivide;gres;women;Adult (25-40);lemon, freesia, black currant;sea notes, lily-of-the-valley, rose;musk, white cedar extract, peach
hanae-mori-n06;hanae-mori;women;Adult (25-40);jasmine, neroli, bergamot;peony, african orange flower, jasmine, heliotrope, green notes, rose;toffee, vanilla, benzoin, sandalwood
harajuku-lovers-sunshine-cuties-baby;harajuku-lovers;women;Adult (25-40);sunflower, neroli, mandarin orange;jasmine, red poppy, african orange flower;musk, birch, vetyver
harajuku-lovers-sunshine-cuties-music;harajuku-lovers;women;Youth (15-25);freesia, pear, granny smith apple;orchid, jasmine, honeysuckle;musk, woodsy notes, cashmere wood
tiara;house-of-sillage;women;Adult (25-40);tangerine, cinnamon;peony, rose, cedar;vanilla, musk, amber
boum-sweet-lollipop;jeanne-arthes;women;Youth (15-25);gingerbread, cinnamon, orange;ginger, nutmeg;cotton candy, vanilla
boum-vanille-sa-pomme-d-amour;jeanne-arthes;women;Youth (15-25);orange;praline, red apple;vanilla, musk
jasmin-secret-eau-de-parfum;jeanne-en-provence;women;Adult (25-40);green accord, peach;wild jasmine, white lily, violet;musk, sandalwood
fanta-fab;just-jack;unisex;Mature (40+);leather, almond;clary sage, lavender, tonka;white woods, amber, orris, vanilla, cashmeran
oceanic-amber;korres;men;Youth (15-25);amber, cedar;mint, apple;cardamom, black pepper
coconut-sand;korres;unisex;Adult (25-40);bergamot;coconut, madagascar vanilla;white musk
vanille-fleurie-de-tahiti;la-maison-de-la-vanille;women;Mature (40+);amber, bergamot;ylang-ylang, cedar;vanilla, tonka bean, benzoin, incense
decou-vert;laboratorio-olfattivo;unisex;Mature (40+);green leaves, lily-of-the-valley;magnolia, lilac, jasmine;water notes, musk, oakmoss
sacreste;laboratorio-olfattivo;unisex;Mature (40+);elemi, labdanum, cardamom, saffron;incense, resins, black pepper, cypriol oil or nagarmotha;virginia cedar, guaiac wood, amber, cashmeran, musk
mixed-emotions;linn-young;women;Adult (25-40);pear, melon, mandarin orange, peach, champaca, orchid, bergamot;jasmine, rose, violet, lily-of-the-valley, plum;musk, woody notes, blackberry, sandalwood, cedar
figaro;lubin;unisex;Youth (15-25);pine, bergamot, grapefruit, pink pepper;fig, red apple, plum, coriander, clover;vetyver, sandalwood, tonka bean, styrax
solo-rosa;luciano-soprani;women;Adult (25-40);nectarine, peach, mandarin orange, grapefruit, bergamot;rose, tuberose, ylang-ylang, clove, jasmine;tonka bean, vanille, musk, sandalwood, oak moss, vetiver
mercedes-benz-man-grey;mercedes-benz;men;Adult (25-40);citruses, pink pepper;ambroxan, olibanum, sage;musk, amberwood, gurjan balsam
dna;milton-lloyd;women;Adult (25-40);orange blossom, italian orange, bitter orange;ginger, jasmine sambac, rose;honey, amber, musk
colour-me-pearl;milton-lloyd;women;Adult (25-40);orange blossom;jasmine, patchouli;honey, rose, amber, musk, cedar
jojo;milton-lloyd;women;Adult (25-40);floral notes, fruity notes, apricot, bergamot;powdery notes, marigold, musk;oriental notes, vanilla, musk, sandalwood, woody notes
arche;mine-perfume-lab;unisex;Mature (40+);violet;iris;leather, virginia cedar, sandalwood, papyrus, amber
habanita-l-esprit;molinard;women;Adult (25-40);french labdanum, nutmeg, lemon;heliotrope, mimosa, jasmine, rose;musk, benzoin, patchouli, vetiver
the-basilic;molinard;unisex;Adult (25-40);basil, mint, lemon, bergamot;tea leaf, green tea, black currant, jasmine, lavender;lemon verbena, musk, calone
tobacco-absolute-eau-de-parfum;molton-brown;unisex;Mature (40+);ginger, bergamot, white wine;tobacco, nutmeg, orris, cedar, violet;peru balsam, patchouli
delicious-rhubarb-rose;molton-brown;unisex;Youth (15-25);yuzu, grapefruit, lemongrass;rhubarb leaf, rose, mint;cotton candy, musk, vanilla
russian-leather;molton-brown;unisex;Mature (40+);black tea, elemi resin, basil;tobacco, birch, siberian pine;leather, cade oil, vetiver
week-end-in-normandy;nicolai-parfumeur-createur;unisex;Mature (40+);bergamot, basil, mint, galbanum, lemon, tarragon;lily-of-the-valley, jasmine, cardamom, ylang-ylang;oakmoss, musk, cedar, leather
nike-mauve;nike;women;Adult (25-40);coconut, citruses, peony;tuberose, jasmine, white flowers;cacao pod, amber, tonka bean
la-joyeuse;parfums-et-senteurs-du-pays-basque;women;Adult (25-40);lily-of-the-valley, rose;mimosa, peach, black currant;musk, vanilla, sandalwood
paul-smith-floral;paul-smith;women;Youth (15-25);sweet orange, pink grapefruit, ginger, water lily;orchid, white magnolia, osmanthus;tonka bean, musk, exotic woods, amber
paul-smith-men;paul-smith;men;Mature (40+);basil, bergamot, orange, lavender;violet leaf, hiacynth, geranium, ginger leaf;vetiver, musk, sandalwood, oakmoss
portrait-for-women;paul-smith;women;Mature (40+);cardamom, black currant, bergamot, black tea, peach;wild rose, jasmine;myrrh, musk
rose-rush;paris-hilton;women;Adult (25-40);rose petals, litchi, neroli;may rose, peony, papaya;white musk, amber, cedar
la-petite-fleur-blanche;paris-elysees;women;Youth (15-25);peach, bergamot;red fruits, iris flower, jasmine, orange blossom;caramel, vanilla, tonka bean, patchouli, white musk
vodka-diamond;paris-elysees;men;Adult (25-40);bergamot, lemon;vetiver, jasmine;vanilla, sandalowood
strawberry-letter;phlur;women;Youth (15-25);strawberry, plum, cassis;red poppy, apple blossom, lily;sugar, earthy notes, amber, tonka bean
hapyang-15-1;pierre-guillaume-paris;women;Mature (40+);aldehydes, powdery notes;magnolia, ylang-ylang;pear wood, benzoin, vanilla
un-crime-exotique-12-1;pierre-guillaume-paris;unisex;Adult (25-40);cinnamon, masala chai, star anise;gingerbread, holly, osmanthus;vanilla, tea, sandalwood
helioflora;pierre-guillaume-paris;unisex;Adult (25-40);apricot, rhubarb, basil;buddleia;red sandalwood
a-menina-que-roubava-cerejas;quem-disse-berenice;women;Youth (15-25);pink pepper, tangerine, big strawberry;orchid;patchouli, marshmallow, vetiver
suede;rook-perfumes;unisex;Mature (40+);suede;tobacco;leather
blue-water;roberto-capucci;men;Mature (40+);grapefruit, lemon, ginger, pink pepper, incense, nutmeg;jasmine, sandalwood, patchouli, vetiver, cedar;ambergris, white musk, oakmoss, labdanum, tonka bean
mouse;roccobarocco;women;Adult (25-40);lemon, juniper berries, neroli, tangerine;cardamom, pink pepper, lily-of-the-valley, rose, iris, pepper;musk, ambergris
05-incense-extreme;tauer-perfumes;unisex;Mature (40+);coriander, petitgrain;incense, orris root;cedar, woody notes, amber
bois-precieux-et-epices;the-dua-brand;unisex;Mature (40+);lemon, sicilian bergamot, apple;birch, pepper, cloves, angelica, bulgarian rose, patchouli;cedar, oakmoss, musk, iris
colonia-veneziana;the-merchant-of-venice;men;Adult (25-40);lemon, rosemary, orange, bergamot;ginger, clary sage, iris;cedar, musk
rouge-seduction;women-secret;women;Youth (15-25);pear, black currant, bergamot;jasmine, peony, lily of the valley;caramel, vanilla, musk, patchouli
sanderling-shine;yves-de-sistelle;women;Youth (15-25);violet leaves, bergamot, black currant;jasmine, pear, peach, rose, apple;musk, woody notes
chypre-23;zarkoperfume;unisex;Adult (25-40);citruses, pear, bergamot, orange;clary sage, rose;patchouli, peru balsam, sandalwood, vetiver, musk
pohadka;ys-uzac;unisex;Mature (40+);shiso;grass, artemisia, french labdanum, jasmine;white tobacco, immortelle, leather, sage, liatris, vanille
h-m-arboretum;h-m;women;Adult (25-40);bergamot, pear;rose, jasmine;sandalwood
yitsu;jafra;men;Mature (40+);bamboo leaf, tea, green tea, lavender, lemon, juniper berries, mandarin orange, mint;cassis, musk, melon, african geranium, violet;guaiac wood, amber, patchouli, coumarin, incense, sandalowood, vanilla
arpege;lanvin;women;Mature (40+);aldehydes, lily-of-the-valley, peach, honeysuckle, neroli, bergamot;jasmine, ylang-ylang, lily-of-the-valley, iris, coriander, rose, lily, geranium, camellia;sandalwood, amber, vetiver, musk, benzoin, vanilla, patchouli
noix-de-tubereuse;miller-harris;women;Adult (25-40);clover, violet leaf, green mandarin;tuberose, mimosa, jasmine sambac;tonka bean, amber, bourbon vanilla
v;widian;unisex;Youth (15-25);cinnamon, peach, lemon;tuberose, orange blossom, solar notes;caramel, vanilla, cedar
luban;widian;unisex;Youth (15-25);cardamom, strawberry, bergamot, pink pepper;bulgarian rose, turkish rose oil, gardenia;vanilla, oud, white amber, tonka bean, white musk, cedar, sandalwood
desir-du-coeur;thomas-kosmala;unisex;Adult (25-40);lemon zest;aromatic spices;musk, amber
virgo;thera-cosmeticos;men;Adult (25-40);bergamot, rosemary, sicilian lemon, tangerine;neroli, geranium, jasmine, rose, lavender;cedar, patchouli, musk, amber
white-zagora;the-different-company;unisex;Adult (25-40);neroli, citruses, bergamot;orange blossom, peach blossom, tuberose;osmanthus, white musk, amber
imperial-crown;thameen;unisex;Mature (40+);elemi, black pepper, pink pepper;olibanum, leather;guaiac wood, patchouli
island-blackstrap;solstice-scents;unisex;Youth (15-25);molasses, coconut, pineapple, rum, sugar cane, oak;coconut, frangipani, ylang-ylang, sea water, tahitian gardenia;vetiver, oak
coeur-de-noisette;sinfonia-di-note;women;Adult (25-40);coconut, fruity notes;hazelnut, floral notes;spices, amber, woodsy notes
the-essence;sergio-tacchini;men;Mature (40+);bergamot, wormwood, artemisia, juniper;myrrh, iris, incense;vanilla, sandalwood, guaiac wood, musk
club-intense;sergio-tacchini;men;Mature (40+);basil, black pepper, bergamot;nutmeg, cypress, tobacco;amber, cedar, patchouli
c-thru-black-diamond;sarantis;women;Adult (25-40);spices, citruses;vanille, orchid;sandalwood, patchouli, amber
etereo;sapientiae-niche;unisex;Mature (40+);lavender extract, pink pepper, bergamot;mimosa, cedar;patchouli, oakmoss, ambergris
to-be-bad-guy;police;men;Youth (15-25);blood orange, mint, green notes, red thyme, nutmeg;green apple, sorbet, geranium, white flowers;caramel, vanilla, tonka bean, vetiver, musk
alba-di-seoul;santa-maria-novella;unisex;Adult (25-40);green notes;pine tree;woody notes, oriental notes
essential-for-her;replay;women;Youth (15-25);green apple, sweet orange, cassis, sicilian bergamot;lotus, freesia, hawthorn, sunflower;caramel, vanilla, sandalwood, cedar, musk
crazy-rem;reminiscence;women;Adult (25-40);pink pepper, bergamot;ylang-ylang, tuberose;vanilla, sandalwood, musk
faisa;ramon-monegal;unisex;Youth (15-25);saffron, ylang-ylang, lemon, anise, cinnamon;agarwood (oud), raspberry, rose, mimosa, jasmine;amber, vanilla, sandalwood, caramel, tonka bean
pure-grace-desert-summer;philosophy;women;Adult (25-40);freesia, ozonic notes;cactus flower, star jasmine;clay, white wood, musk
3600-white;perry-ellis;women;Adult (25-40);paprika, green mandarin;orange blossom, orchid;vanilla, amber, musk
pacha-queen-insane;pacha-ibiza;women;Adult (25-40);citruses, pink pepper;wildflowers;woodsy notes
good-vibes;orlov-paris;women;Adult (25-40);bitter orange, neroli, blood orange, bergamot, yellow mandarin;basil, cassis, mimosa, galbanum, orris root, ginger;haitian vetiver, tonka bean, amber, cedar
montmartre;morph;unisex;Mature (40+);myrrh, incense;iris, patchouli;amber, musk, leather, ambergris
regina;moresque;unisex;Mature (40+);ylang-ylang, bergamot;jasmine, sea notes, cinnamon, carnation;sandalwood, vanilla, vetiver, amber, patchouli
for-your-love;mizensir;unisex;Youth (15-25);raspberry, musk;ambergris;patchouli, benzoin
ideal-oud;mizensir;unisex;Adult (25-40);bulgarian rose, rose de mai, pink pepper;laotian oud, saffron, ylang-ylang;papyrus, labdanum, bourbon vanilla
lovely-alba;mizensir;women;Adult (25-40);bergamot, neroli, paradisone;orris, orange blossom;vanilla, benzoin
gardez;mind-games;unisex;Mature (40+);blackberry leaf, apricot;orris root, palisander rosewood, cassis, jasmine sambac;black leather, popcorn, cedar
sissa;mind-games;unisex;Adult (25-40);sesame, ambrette (musk mallow), coumarin;milk, tonka bean, jasmine sambac;madagascar vanilla, labdanum, musk
sexual-secret-men;michel-germain;men;Adult (25-40);clementine, basil, melon;lavender, african geranium, sage;sandalwood, tonka bean, madagascar vanilla
lacura;mendittorosa;unisex;Youth (15-25);bitter orange, pear, bergamot;neroli, orange blossom, jasmine, petitgrain;powdery notes, vanilla, caramel, cashmeran, benzoin, white musk, virginia cedar, ambroxan
petra;masque-milano;women;Mature (40+);pink pepper, bergamot, yellow mandarin;sweet notes, fruity notes, jasmine sambac, moroccan rose;patchouli, ambergris, myrrh, incense, benzoin, leather
love-fearlessly;mary-kay;women;Adult (25-40);pink pepper, cardamon, mandarin orange;plum blossom, peony, jasmine sambac;australian sandalwood, musk, patchouli leaf
dreaming-with-ghosts;mark-buxton;unisex;Mature (40+);quince, tagetes;leather, peony;vanilla, vetiver
emotional-drop;mark-buxton;unisex;Adult (25-40);gooseberry, violet leaves, neroli;black currant blossom, orris, rose oil;vetiver, balsam fir, sandalwood
mandarina-duck-man;mandarina-duck;men;Adult (25-40);blood orange, peach, grapefruit;cardamom, caraway, nutmeg;musk, vetiver
wild-cat;mahogany;women;Youth (15-25);fruity notes, mandarin orange, bergamot, watery notes;tuberose, peony, lily-of-the-valley;praline, patchouli, white musk
voyage-secret;lpdo;unisex;Youth (15-25);saffron, gurjan balsam, labdanum;agarwood (oud), rose, raspberry, geranium;amber, benzoin, sandalwood
